run_id,phase,split,label,model,metric,k,value,n_users,slice
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,10,0.003950834064969272,1139,popularity_decile_4
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,50,0.01944975239144531,1139,popularity_decile_4
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,100,0.03510631059564593,1139,popularity_decile_4
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,10,0.0038602634650658665,1999,popularity_decile_5
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,50,0.02058622682022617,1999,popularity_decile_5
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,100,0.032529816389393236,1999,popularity_decile_5
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,10,0.012172138266458224,2525,popularity_decile_6
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,50,0.03848236928956054,2525,popularity_decile_6
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,100,0.05675252487654781,2525,popularity_decile_6
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,10,0.01436700115375183,3669,popularity_decile_7
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,50,0.03975221521074695,3669,popularity_decile_7
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,100,0.05974052233771985,3669,popularity_decile_7
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,10,0.008080993468317412,5254,popularity_decile_8
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,50,0.042735048177485406,5254,popularity_decile_8
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,100,0.07487752052357073,5254,popularity_decile_8
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,10,0.016391549735766776,9047,popularity_decile_9
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,50,0.08332359302111257,9047,popularity_decile_9
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,100,0.13175213685770265,9047,popularity_decile_9
20260914T084052Z,3,temporal,purchase,two_tower_then_gbdt,recall,10,0.10222977901667152,17489,popularity_decile_10
